WKN,Basiswert,Typ,Bezugs-verhältnis,Basispreis,Bewertungs-tag,Hebel,Kurs Basiswert,Geld,Brief,Untertägige Auktion,Handeln
FD2YY3,Gold,Call,"10,000000:1","4400,000000 USD",07.11.2025 00:00:00,"24647,6288","3982,055 USD","0,0140","0,0000",-,-
FD2YYZ,Gold,Call,"10,000000:1","4320,000000 USD",07.11.2025 00:00:00,"24648,2481","3982,055 USD","0,0140","0,0000",-,-
FD2YYL,Gold,Call,"10,000000:1","4060,000000 USD",07.11.2025 00:00:00,"3136,1835","3982,055 USD","0,1200","0,0000",-,-
FD2YYG,Gold,Call,"10,000000:1","3980,000000 USD",07.11.2025 00:00:00,"196,0262","3982,055 USD","1,8500","0,0000",-,-
FD2Y01,Gold,Put,"10,000000:1","4440,000000 USD",07.11.2025 00:00:00,"8,7059","3982,055 USD","39,4800","0,0000",-,-
FD2Y0U,Gold,Put,"10,000000:1","4300,000000 USD",07.11.2025 00:00:00,"12,5463","3982,055 USD","27,3500","0,0000",-,-
FD2Y0P,Gold,Put,"10,000000:1","4200,000000 USD",07.11.2025 00:00:00,"18,3133","3982,055 USD","18,6900","0,0000",-,-
FD2Y0B,Gold,Put,"10,000000:1","3960,000000 USD",07.11.2025 00:00:00,"425,9442","3982,055 USD","0,7700","0,0000",-,-
FD2YY8,Gold,Call,"10,000000:1","4500,000000 USD",07.11.2025 00:00:00,"24647,6288","3982,055 USD","0,0140","0,0000",-,-
FD2YYV,Gold,Call,"10,000000:1","4240,000000 USD",07.11.2025 00:00:00,"24647,6288","3982,055 USD","0,0140","0,0000",-,-
FD2YYQ,Gold,Call,"10,000000:1","4140,000000 USD",07.11.2025 00:00:00,"24637,1106","3982,055 USD","0,0140","0,0000",-,-
FD2YYC,Gold,Call,"10,000000:1","3900,000000 USD",07.11.2025 00:00:00,"46,9419","3982,055 USD","7,4800","0,0000",-,-
FD2YY2,Gold,Call,"10,000000:1","4380,000000 USD",07.11.2025 00:00:00,"24648,5578","3982,055 USD","0,0140","0,0000",-,-
FD2YYK,Gold,Call,"10,000000:1","4040,000000 USD",07.11.2025 00:00:00,"1379,9207","3982,055 USD","0,2700","0,0000",-,-
FD2YYF,Gold,Call,"10,000000:1","3960,000000 USD",07.11.2025 00:00:00,"121,9103","3982,055 USD","2,9500","0,0000",-,-
FD2YZ2,Gold,Put,"10,000000:1","3780,000000 USD",07.11.2025 00:00:00,"24648,5578","3982,055 USD","0,0140","0,0000",-,-
FD2YZJ,Gold,Call,"10,000000:1","4700,000000 USD",07.11.2025 00:00:00,"24647,9384","3982,055 USD","0,0140","0,0000",-,-
FD2YY6,Gold,Call,"10,000000:1","4460,000000 USD",07.11.2025 00:00:00,"24648,2481","3982,055 USD","0,0140","0,0000",-,-
FD2YYY,Gold,Call,"10,000000:1","4300,000000 USD",07.11.2025 00:00:00,"24648,5578","3982,055 USD","0,0140","0,0000",-,-
FD2YYT,Gold,Call,"10,000000:1","4200,000000 USD",07.11.2025 00:00:00,"24647,6288","3982,055 USD","0,0140","0,0000",-,-
FD2YYA,Gold,Call,"10,000000:1","3860,000000 USD",07.11.2025 00:00:00,"32,2118","3982,055 USD","10,8900","0,0000",-,-
FD2Y1C,Gold,Put,"10,000000:1","4660,000000 USD",07.11.2025 00:00:00,"5,8728","3982,055 USD","58,5400","0,0000",-,-
FD2YZ3,Gold,Put,"10,000000:1","3800,000000 USD",07.11.2025 00:00:00,"24649,1033","3982,055 USD","0,0140","0,0000",-,-
FD2YZK,Gold,Call,"10,000000:1","4720,000000 USD",07.11.2025 00:00:00,"24648,4840","3982,055 USD","0,0140","0,0000",-,-
FD2YZF,Gold,Call,"10,000000:1","4640,000000 USD",07.11.2025 00:00:00,"24648,4840","3982,055 USD","0,0140","0,0000",-,-
FD2YY0,Gold,Call,"10,000000:1","4340,000000 USD",07.11.2025 00:00:00,"24648,4840","3982,055 USD","0,0140","0,0000",-,-
FD2YYN,Gold,Call,"10,000000:1","4100,000000 USD",07.11.2025 00:00:00,"13273,7598","3982,055 USD","0,0260","0,0000",-,-
FD2Y04,Gold,Put,"10,000000:1","4500,000000 USD",07.11.2025 00:00:00,"7,6809","3982,055 USD","44,6800","0,0000",-,-
FD2Y0X,Gold,Put,"10,000000:1","4360,000000 USD",07.11.2025 00:00:00,"10,5234","3982,055 USD","32,5500","0,0000",-,-
FD2Y0S,Gold,Put,"10,000000:1","4260,000000 USD",07.11.2025 00:00:00,"14,3015","3982,055 USD","23,8900","0,0000",-,-
FD2Y0E,Gold,Put,"10,000000:1","4020,000000 USD",07.11.2025 00:00:00,"92,7366","3982,055 USD","3,5700","0,0000",-,-
FD2YZ7,Gold,Put,"10,000000:1","3880,000000 USD",07.11.2025 00:00:00,"8625,2372","3982,055 USD","0,0330","0,0000",-,-
FD2YZY,Gold,Put,"10,000000:1","3700,000000 USD",07.11.2025 00:00:00,"24649,1033","3982,055 USD","0,0140","0,0000",-,-
FD2YZT,Gold,Call,"10,000000:1","4880,000000 USD",07.11.2025 00:00:00,"24649,4130","3982,055 USD","0,0140","0,0000",-,-
FD2YZA,Gold,Call,"10,000000:1","4540,000000 USD",07.11.2025 00:00:00,"24649,1033","3982,055 USD","0,0140","0,0000",-,-
FD2YZ0,Gold,Put,"10,000000:1","3740,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YZM,Gold,Call,"10,000000:1","4760,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YZH,Gold,Call,"10,000000:1","4680,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2Y02,Gold,Put,"10,000000:1","4460,000000 USD",07.11.2025 00:00:00,"8,3224","3982,055 USD","41,2100","0,0000",-,-
FD2Y0V,Gold,Put,"10,000000:1","4320,000000 USD",07.11.2025 00:00:00,"11,7655","3982,055 USD","29,0900","0,0000",-,-
FD2Y0Q,Gold,Put,"10,000000:1","4220,000000 USD",07.11.2025 00:00:00,"16,6973","3982,055 USD","20,4300","0,0000",-,-
FD2Y0C,Gold,Put,"10,000000:1","3980,000000 USD",07.11.2025 00:00:00,"228,4548","3982,055 USD","1,4000","0,0000",-,-
FD2YZ9,Gold,Put,"10,000000:1","3920,000000 USD",07.11.2025 00:00:00,"1815,9793","3982,055 USD","0,1800","0,0000",-,-
FD2YZV,Gold,Put,"10,000000:1","3640,000000 USD",07.11.2025 00:00:00,"24650,0741","3982,055 USD","0,0140","0,0000",-,-
FD2YZQ,Gold,Call,"10,000000:1","4820,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2YZC,Gold,Call,"10,000000:1","4580,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YZ8,Gold,Put,"10,000000:1","3900,000000 USD",07.11.2025 00:00:00,"4059,0441","3982,055 USD","0,0740","0,0000",-,-
FD2YZU,Gold,Call,"10,000000:1","4900,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YZP,Gold,Call,"10,000000:1","4800,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YZB,Gold,Call,"10,000000:1","4560,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YY9,Gold,Call,"10,000000:1","4520,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2YYW,Gold,Call,"10,000000:1","4260,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YYR,Gold,Call,"10,000000:1","4160,000000 USD",07.11.2025 00:00:00,"24654,0956","3982,055 USD","0,0140","0,0000",-,-
FD2YYD,Gold,Call,"10,000000:1","3920,000000 USD",07.11.2025 00:00:00,"61,3819","3982,055 USD","5,8300","0,0000",-,-
FD2Y1A,Gold,Put,"10,000000:1","4620,000000 USD",07.11.2025 00:00:00,"6,2395","3982,055 USD","55,0700","0,0000",-,-
FD2Y09,Gold,Put,"10,000000:1","4600,000000 USD",07.11.2025 00:00:00,"6,4383","3982,055 USD","53,3400","0,0000",-,-
FD2Y0J,Gold,Put,"10,000000:1","4100,000000 USD",07.11.2025 00:00:00,"33,6898","3982,055 USD","10,0300","0,0000",-,-
FD2YZ1,Gold,Put,"10,000000:1","3760,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YZN,Gold,Call,"10,000000:1","4780,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YZ5,Gold,Put,"10,000000:1","3840,000000 USD",07.11.2025 00:00:00,"23008,7589","3982,055 USD","0,0150","0,0000",-,-
FD2YZW,Gold,Put,"10,000000:1","3660,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YZR,Gold,Call,"10,000000:1","4840,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YZD,Gold,Call,"10,000000:1","4600,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2Y07,Gold,Put,"10,000000:1","4560,000000 USD",07.11.2025 00:00:00,"6,8841","3982,055 USD","49,8800","0,0000",-,-
FD2Y0M,Gold,Put,"10,000000:1","4160,000000 USD",07.11.2025 00:00:00,"22,3135","3982,055 USD","15,2300","0,0000",-,-
FD2Y0H,Gold,Put,"10,000000:1","4080,000000 USD",07.11.2025 00:00:00,"40,3942","3982,055 USD","8,3200","0,0000",-,-
FD2Y00,Gold,Put,"10,000000:1","4420,000000 USD",07.11.2025 00:00:00,"9,0828","3982,055 USD","37,7500","0,0000",-,-
FD2Y0Y,Gold,Put,"10,000000:1","4380,000000 USD",07.11.2025 00:00:00,"9,9932","3982,055 USD","34,2800","0,0000",-,-
FD2Y0T,Gold,Put,"10,000000:1","4280,000000 USD",07.11.2025 00:00:00,"13,3507","3982,055 USD","25,6200","0,0000",-,-
FD2Y0A,Gold,Put,"10,000000:1","3940,000000 USD",07.11.2025 00:00:00,"821,3907","3982,055 USD","0,3800","0,0000",-,-
FD2YY7,Gold,Call,"10,000000:1","4480,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YYU,Gold,Call,"10,000000:1","4220,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2YYP,Gold,Call,"10,000000:1","4120,000000 USD",07.11.2025 00:00:00,"21563,1290","3982,055 USD","0,0160","0,0000",-,-
FD2YYB,Gold,Call,"10,000000:1","3880,000000 USD",07.11.2025 00:00:00,"38,5437","3982,055 USD","9,1700","0,0000",-,-
FD2Y06,Gold,Put,"10,000000:1","4540,000000 USD",07.11.2025 00:00:00,"7,1303","3982,055 USD","48,1400","0,0000",-,-
FD2Y0Z,Gold,Put,"10,000000:1","4400,000000 USD",07.11.2025 00:00:00,"9,5220","3982,055 USD","36,0200","0,0000",-,-
FD2Y0L,Gold,Put,"10,000000:1","4140,000000 USD",07.11.2025 00:00:00,"25,1629","3982,055 USD","13,5000","0,0000",-,-
FD2Y0G,Gold,Put,"10,000000:1","4060,000000 USD",07.11.2025 00:00:00,"50,3601","3982,055 USD","6,6300","0,0000",-,-
FD2YY1,Gold,Call,"10,000000:1","4360,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YYJ,Gold,Call,"10,000000:1","4020,000000 USD",07.11.2025 00:00:00,"689,9681","3982,055 USD","0,5500","0,0000",-,-
FD2YZ6,Gold,Put,"10,000000:1","3860,000000 USD",07.11.2025 00:00:00,"19170,5963","3982,055 USD","0,0180","0,0000",-,-
FD2YZX,Gold,Put,"10,000000:1","3680,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2YZS,Gold,Call,"10,000000:1","4860,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YZE,Gold,Call,"10,000000:1","4620,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YZ4,Gold,Put,"10,000000:1","3820,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YZZ,Gold,Put,"10,000000:1","3720,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YZL,Gold,Call,"10,000000:1","4740,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2YZG,Gold,Call,"10,000000:1","4660,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2Y03,Gold,Put,"10,000000:1","4480,000000 USD",07.11.2025 00:00:00,"7,9890","3982,055 USD","42,9500","0,0000",-,-
FD2Y0W,Gold,Put,"10,000000:1","4340,000000 USD",07.11.2025 00:00:00,"11,1100","3982,055 USD","30,8200","0,0000",-,-
FD2Y0R,Gold,Put,"10,000000:1","4240,000000 USD",07.11.2025 00:00:00,"15,4071","3982,055 USD","22,1600","0,0000",-,-
FD2Y0D,Gold,Put,"10,000000:1","4000,000000 USD",07.11.2025 00:00:00,"139,1029","3982,055 USD","2,3400","0,0000",-,-
FD2Y1D,Gold,Put,"10,000000:1","4680,000000 USD",07.11.2025 00:00:00,"5,7009","3982,055 USD","60,2700","0,0000",-,-
FD2Y05,Gold,Put,"10,000000:1","4520,000000 USD",07.11.2025 00:00:00,"7,3947","3982,055 USD","46,4100","0,0000",-,-
FD2Y0K,Gold,Put,"10,000000:1","4120,000000 USD",07.11.2025 00:00:00,"28,7966","3982,055 USD","11,7600","0,0000",-,-
FD2Y0F,Gold,Put,"10,000000:1","4040,000000 USD",07.11.2025 00:00:00,"66,2157","3982,055 USD","5,0200","0,0000",-,-
FD2YY4,Gold,Call,"10,000000:1","4420,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YYM,Gold,Call,"10,000000:1","4080,000000 USD",07.11.2025 00:00:00,"7500,2191","3982,055 USD","0,0550","0,0000",-,-
FD2YYH,Gold,Call,"10,000000:1","4000,000000 USD",07.11.2025 00:00:00,"355,6358","3982,055 USD","1,0600","0,0000",-,-
FD2YY5,Gold,Call,"10,000000:1","4440,000000 USD",07.11.2025 00:00:00,"24650,6934","3982,055 USD","0,0140","0,0000",-,-
FD2YYX,Gold,Call,"10,000000:1","4280,000000 USD",07.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2YYS,Gold,Call,"10,000000:1","4180,000000 USD",07.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2YYE,Gold,Call,"10,000000:1","3940,000000 USD",07.11.2025 00:00:00,"84,1382","3982,055 USD","4,3000","0,0000",-,-
FD2Y1B,Gold,Put,"10,000000:1","4640,000000 USD",07.11.2025 00:00:00,"6,0478","3982,055 USD","56,8100","0,0000",-,-
FD2Y08,Gold,Put,"10,000000:1","4580,000000 USD",07.11.2025 00:00:00,"6,6560","3982,055 USD","51,6100","0,0000",-,-
FD2Y0N,Gold,Put,"10,000000:1","4180,000000 USD",07.11.2025 00:00:00,"20,0678","3982,055 USD","16,9600","0,0000",-,-
FD2Y20,Gold,Put,"10,000000:1","3660,000000 USD",14.11.2025 00:00:00,"6052,5879","3982,055 USD","0,0560","0,0000",-,-
FD2Y2X,Gold,Call,"10,000000:1","4880,000000 USD",14.11.2025 00:00:00,"24648,2481","3982,055 USD","0,0140","0,0000",-,-
FD2Y2S,Gold,Call,"10,000000:1","4780,000000 USD",14.11.2025 00:00:00,"24648,5578","3982,055 USD","0,0140","0,0000",-,-
FD2Y2E,Gold,Call,"10,000000:1","4540,000000 USD",14.11.2025 00:00:00,"24639,8946","3982,055 USD","0,0140","0,0000",-,-
FD2Y29,Gold,Put,"10,000000:1","3840,000000 USD",14.11.2025 00:00:00,"453,9782","3982,055 USD","0,7500","0,0000",-,-
FD2Y2N,Gold,Call,"10,000000:1","4700,000000 USD",14.11.2025 00:00:00,"24648,2481","3982,055 USD","0,0140","0,0000",-,-
FD2Y13,Gold,Call,"10,000000:1","4320,000000 USD",14.11.2025 00:00:00,"6634,5673","3982,055 USD","0,0540","0,0000",-,-
FD2Y1M,Gold,Call,"10,000000:1","4000,000000 USD",14.11.2025 00:00:00,"92,7435","3982,055 USD","3,8000","0,0000",-,-
FD2Y1H,Gold,Call,"10,000000:1","3920,000000 USD",14.11.2025 00:00:00,"44,0620","3982,055 USD","7,9500","0,0000",-,-
FD2Y32,Gold,Put,"10,000000:1","4380,000000 USD",14.11.2025 00:00:00,"10,0146","3982,055 USD","34,2800","0,0000",-,-
FD2Y3K,Gold,Put,"10,000000:1","4040,000000 USD",14.11.2025 00:00:00,"48,6597","3982,055 USD","6,9800","0,0000",-,-
FD2Y3F,Gold,Put,"10,000000:1","3960,000000 USD",14.11.2025 00:00:00,"105,1874","3982,055 USD","3,2100","0,0000",-,-
FD2Y19,Gold,Call,"10,000000:1","4440,000000 USD",14.11.2025 00:00:00,"19169,8988","3982,055 USD","0,0180","0,0000",-,-
FD2Y1X,Gold,Call,"10,000000:1","4200,000000 USD",14.11.2025 00:00:00,"1189,6615","3982,055 USD","0,3000","0,0000",-,-
FD2Y1S,Gold,Call,"10,000000:1","4100,000000 USD",14.11.2025 00:00:00,"302,6408","3982,055 USD","1,1700","0,0000",-,-
FD2Y1E,Gold,Call,"10,000000:1","3860,000000 USD",14.11.2025 00:00:00,"28,8949","3982,055 USD","12,0800","0,0000",-,-
FD2Y35,Gold,Put,"10,000000:1","4440,000000 USD",14.11.2025 00:00:00,"8,7010","3982,055 USD","39,4800","0,0000",-,-
FD2Y3X,Gold,Put,"10,000000:1","4280,000000 USD",14.11.2025 00:00:00,"13,3719","3982,055 USD","25,6300","0,0000",-,-
FD2Y3S,Gold,Put,"10,000000:1","4180,000000 USD",14.11.2025 00:00:00,"19,8965","3982,055 USD","17,1800","0,0000",-,-
FD2Y3E,Gold,Put,"10,000000:1","3940,000000 USD",14.11.2025 00:00:00,"131,1843","3982,055 USD","2,5800","0,0000",-,-
FD2Y34,Gold,Put,"10,000000:1","4420,000000 USD",14.11.2025 00:00:00,"9,0980","3982,055 USD","37,7500","0,0000",-,-
FD2Y3M,Gold,Put,"10,000000:1","4080,000000 USD",14.11.2025 00:00:00,"35,6770","3982,055 USD","9,5300","0,0000",-,-
FD2Y3H,Gold,Put,"10,000000:1","4000,000000 USD",14.11.2025 00:00:00,"69,8393","3982,055 USD","4,8500","0,0000",-,-
FD2Y12,Gold,Call,"10,000000:1","4300,000000 USD",14.11.2025 00:00:00,"4791,6925","3982,055 USD","0,0740","0,0000",-,-
FD2Y1Z,Gold,Call,"10,000000:1","4240,000000 USD",14.11.2025 00:00:00,"2029,2952","3982,055 USD","0,1700","0,0000",-,-
FD2Y1L,Gold,Call,"10,000000:1","3980,000000 USD",14.11.2025 00:00:00,"75,4917","3982,055 USD","4,6600","0,0000",-,-
FD2Y1G,Gold,Call,"10,000000:1","3900,000000 USD",14.11.2025 00:00:00,"37,8286","3982,055 USD","9,2500","0,0000",-,-
FD2Y17,Gold,Call,"10,000000:1","4400,000000 USD",14.11.2025 00:00:00,"15686,6269","3982,055 USD","0,0220","0,0000",-,-
FD2Y1V,Gold,Call,"10,000000:1","4160,000000 USD",14.11.2025 00:00:00,"676,4742","3982,055 USD","0,5300","0,0000",-,-
FD2Y1Q,Gold,Call,"10,000000:1","4060,000000 USD",14.11.2025 00:00:00,"184,4860","3982,055 USD","1,9200","0,0000",-,-
FD2Y36,Gold,Put,"10,000000:1","4460,000000 USD",14.11.2025 00:00:00,"8,3328","3982,055 USD","41,2100","0,0000",-,-
FD2Y3Y,Gold,Put,"10,000000:1","4300,000000 USD",14.11.2025 00:00:00,"12,5265","3982,055 USD","27,3500","0,0000",-,-
FD2Y3T,Gold,Put,"10,000000:1","4200,000000 USD",14.11.2025 00:00:00,"18,1377","3982,055 USD","18,8400","0,0000",-,-
FD2Y3A,Gold,Put,"10,000000:1","3860,000000 USD",14.11.2025 00:00:00,"345,0061","3982,055 USD","0,9700","0,0000",-,-
FD2Y4A,Gold,Put,"10,000000:1","4540,000000 USD",14.11.2025 00:00:00,"7,1332","3982,055 USD","48,1400","0,0000",-,-
FD2Y11,Gold,Call,"10,000000:1","4280,000000 USD",14.11.2025 00:00:00,"3832,8130","3982,055 USD","0,0940","0,0000",-,-
FD2Y1K,Gold,Call,"10,000000:1","3960,000000 USD",14.11.2025 00:00:00,"62,6049","3982,055 USD","5,6400","0,0000",-,-
FD2Y1F,Gold,Call,"10,000000:1","3880,000000 USD",14.11.2025 00:00:00,"33,0102","3982,055 USD","10,6300","0,0000",-,-
FD2Y30,Gold,Put,"10,000000:1","4340,000000 USD",14.11.2025 00:00:00,"11,1096","3982,055 USD","30,8200","0,0000",-,-
FD2Y3N,Gold,Put,"10,000000:1","4100,000000 USD",14.11.2025 00:00:00,"30,9934","3982,055 USD","10,9500","0,0000",-,-
FD2Y23,Gold,Put,"10,000000:1","3720,000000 USD",14.11.2025 00:00:00,"2465,1578","3982,055 USD","0,1400","0,0000",-,-
FD2Y2V,Gold,Call,"10,000000:1","4840,000000 USD",14.11.2025 00:00:00,"24649,1033","3982,055 USD","0,0140","0,0000",-,-
FD2Y2Q,Gold,Call,"10,000000:1","4740,000000 USD",14.11.2025 00:00:00,"24649,1033","3982,055 USD","0,0140","0,0000",-,-
FD2Y2C,Gold,Call,"10,000000:1","4500,000000 USD",14.11.2025 00:00:00,"23007,5638","3982,055 USD","0,0150","0,0000",-,-
FD2Y4G,Gold,Put,"10,000000:1","4660,000000 USD",14.11.2025 00:00:00,"5,8717","3982,055 USD","58,5400","0,0000",-,-
FD2Y38,Gold,Put,"10,000000:1","4500,000000 USD",14.11.2025 00:00:00,"7,6816","3982,055 USD","44,6800","0,0000",-,-
FD2Y3V,Gold,Put,"10,000000:1","4240,000000 USD",14.11.2025 00:00:00,"15,3804","3982,055 USD","22,2100","0,0000",-,-
FD2Y3Q,Gold,Put,"10,000000:1","4140,000000 USD",14.11.2025 00:00:00,"24,3461","3982,055 USD","13,9700","0,0000",-,-
FD2Y3C,Gold,Put,"10,000000:1","3900,000000 USD",14.11.2025 00:00:00,"207,8403","3982,055 USD","1,6100","0,0000",-,-
FD2Y10,Gold,Call,"10,000000:1","4260,000000 USD",14.11.2025 00:00:00,"2875,5893","3982,055 USD","0,1300","0,0000",-,-
FD2Y1J,Gold,Call,"10,000000:1","3940,000000 USD",14.11.2025 00:00:00,"52,3470","3982,055 USD","6,7400","0,0000",-,-
FD2Y27,Gold,Put,"10,000000:1","3800,000000 USD",14.11.2025 00:00:00,"766,7275","3982,055 USD","0,4300","0,0000",-,-
FD2Y2Z,Gold,Put,"10,000000:1","3640,000000 USD",14.11.2025 00:00:00,"7500,4076","3982,055 USD","0,0440","0,0000",-,-
FD2Y2L,Gold,Call,"10,000000:1","4660,000000 USD",14.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2Y2G,Gold,Call,"10,000000:1","4580,000000 USD",14.11.2025 00:00:00,"24651,6210","3982,055 USD","0,0140","0,0000",-,-
FD2Y4F,Gold,Put,"10,000000:1","4640,000000 USD",14.11.2025 00:00:00,"6,0478","3982,055 USD","56,8100","0,0000",-,-
FD2Y15,Gold,Call,"10,000000:1","4360,000000 USD",14.11.2025 00:00:00,"11502,3575","3982,055 USD","0,0360","0,0000",-,-
FD2Y1Y,Gold,Call,"10,000000:1","4220,000000 USD",14.11.2025 00:00:00,"1642,8227","3982,055 USD","0,2300","0,0000",-,-
FD2Y1T,Gold,Call,"10,000000:1","4120,000000 USD",14.11.2025 00:00:00,"396,5832","3982,055 USD","0,9000","0,0000",-,-
FD2Y39,Gold,Put,"10,000000:1","4520,000000 USD",14.11.2025 00:00:00,"7,3947","3982,055 USD","46,4100","0,0000",-,-
FD2Y3W,Gold,Put,"10,000000:1","4260,000000 USD",14.11.2025 00:00:00,"14,2902","3982,055 USD","23,9100","0,0000",-,-
FD2Y3R,Gold,Put,"10,000000:1","4160,000000 USD",14.11.2025 00:00:00,"21,8748","3982,055 USD","15,5600","0,0000",-,-
FD2Y3D,Gold,Put,"10,000000:1","3920,000000 USD",14.11.2025 00:00:00,"163,4995","3982,055 USD","2,0400","0,0000",-,-
FD2Y28,Gold,Put,"10,000000:1","3820,000000 USD",14.11.2025 00:00:00,"574,9734","3982,055 USD","0,5700","0,0000",-,-
FD2Y2M,Gold,Call,"10,000000:1","4680,000000 USD",14.11.2025 00:00:00,"24650,0741","3982,055 USD","0,0140","0,0000",-,-
FD2Y2H,Gold,Call,"10,000000:1","4600,000000 USD",14.11.2025 00:00:00,"24642,3392","3982,055 USD","0,0140","0,0000",-,-
FD2Y4C,Gold,Put,"10,000000:1","4580,000000 USD",14.11.2025 00:00:00,"6,6544","3982,055 USD","51,6100","0,0000",-,-
FD2Y14,Gold,Call,"10,000000:1","4340,000000 USD",14.11.2025 00:00:00,"8026,5119","3982,055 USD","0,0430","0,0000",-,-
FD2Y1N,Gold,Call,"10,000000:1","4020,000000 USD",14.11.2025 00:00:00,"116,1562","3982,055 USD","3,0600","0,0000",-,-
FD2Y33,Gold,Put,"10,000000:1","4400,000000 USD",14.11.2025 00:00:00,"9,5163","3982,055 USD","36,0200","0,0000",-,-
FD2Y3Z,Gold,Put,"10,000000:1","4320,000000 USD",14.11.2025 00:00:00,"11,7655","3982,055 USD","29,0900","0,0000",-,-
FD2Y3L,Gold,Put,"10,000000:1","4060,000000 USD",14.11.2025 00:00:00,"41,1654","3982,055 USD","8,2100","0,0000",-,-
FD2Y3G,Gold,Put,"10,000000:1","3980,000000 USD",14.11.2025 00:00:00,"84,5506","3982,055 USD","3,9700","0,0000",-,-
FD2Y21,Gold,Put,"10,000000:1","3680,000000 USD",14.11.2025 00:00:00,"4312,3012","3982,055 USD","0,0770","0,0000",-,-
FD2Y2Y,Gold,Call,"10,000000:1","4900,000000 USD",14.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2Y2T,Gold,Call,"10,000000:1","4800,000000 USD",14.11.2025 00:00:00,"24650,3837","3982,055 USD","0,0140","0,0000",-,-
FD2Y2A,Gold,Call,"10,000000:1","4460,000000 USD",14.11.2025 00:00:00,"21567,4608","3982,055 USD","0,0160","0,0000",-,-
FD2Y4B,Gold,Put,"10,000000:1","4560,000000 USD",14.11.2025 00:00:00,"6,8841","3982,055 USD","49,8800","0,0000",-,-
FD2Y25,Gold,Put,"10,000000:1","3760,000000 USD",14.11.2025 00:00:00,"1380,0403","3982,055 USD","0,2400","0,0000",-,-
FD2Y2J,Gold,Call,"10,000000:1","4620,000000 USD",14.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
FD2Y4H,Gold,Put,"10,000000:1","4680,000000 USD",14.11.2025 00:00:00,"5,7031","3982,055 USD","60,2700","0,0000",-,-
FD2Y4E,Gold,Put,"10,000000:1","4620,000000 USD",14.11.2025 00:00:00,"6,2369","3982,055 USD","55,0700","0,0000",-,-
FD2Y22,Gold,Put,"10,000000:1","3700,000000 USD",14.11.2025 00:00:00,"3450,3607","3982,055 USD","0,0990","0,0000",-,-
FD2Y2U,Gold,Call,"10,000000:1","4820,000000 USD",14.11.2025 00:00:00,"24649,7644","3982,055 USD","0,0140","0,0000",-,-
