WKN,Basiswert,Typ,Bezugs-verhältnis,Basispreis,Bewertungs-tag,Hebel,Kurs Basiswert,Geld,Brief,Untertägige Auktion,Handeln
FD3KLY,DAX 40,Put,"100,000000:1","24250,000000 PKT",14.11.2025 00:00:00,"45,5807","23792,82 PKT","5,2000","5,2300",Mittagsauktion,-
FD3KLT,DAX 40,Put,"100,000000:1","24125,000000 PKT",14.11.2025 00:00:00,"54,9478","23792,82 PKT","4,3100","4,3400",Mittagsauktion,-
FD3KL9,DAX 40,Put,"100,000000:1","24525,000000 PKT",14.11.2025 00:00:00,"31,8080","23792,82 PKT","7,4800","0,0000",Mittagsauktion,-
FD3KEL,DAX 40,Call,"100,000000:1","23650,000000 PKT",14.11.2025 00:00:00,"69,3683","23792,82 PKT","3,4100","3,4200",Mittagsauktion,-
FD3KEG,DAX 40,Call,"100,000000:1","23550,000000 PKT",14.11.2025 00:00:00,"58,0303","23792,82 PKT","4,0800","4,1000",Mittagsauktion,-
FD3KEZ,DAX 40,Call,"100,000000:1","23975,000000 PKT",14.11.2025 00:00:00,"140,7831","23792,82 PKT","1,6600","1,6800",Mittagsauktion,-
FD3KE3,DAX 40,Call,"100,000000:1","24075,000000 PKT",14.11.2025 00:00:00,"183,0165","23792,82 PKT","1,2700","1,2900",Mittagsauktion,-
FD3KML,DAX 40,Put,"100,000000:1","24800,000000 PKT",14.11.2025 00:00:00,"23,6740","23792,82 PKT","10,0500","0,0000",Mittagsauktion,-
FD3KMG,DAX 40,Put,"100,000000:1","24700,000000 PKT",14.11.2025 00:00:00,"26,1452","23792,82 PKT","9,0800","0,0000",Mittagsauktion,-
FD3KMZ,DAX 40,Put,"100,000000:1","25125,000000 PKT",14.11.2025 00:00:00,"17,9697","23792,82 PKT","13,2300","0,0000",Mittagsauktion,-
FD3KM6,DAX 40,Put,"100,000000:1","25300,000000 PKT",14.11.2025 00:00:00,"15,8932","23792,82 PKT","14,9700","0,0000",Mittagsauktion,-
FD3KHM,DAX 40,Call,"100,000000:1","26225,000000 PKT",14.11.2025 00:00:00,"47585,9112","23792,82 PKT","0,0050","0,0000",Mittagsauktion,-
FD3KHH,DAX 40,Call,"100,000000:1","26125,000000 PKT",14.11.2025 00:00:00,"47582,3096","23792,82 PKT","0,0050","0,0000",Mittagsauktion,-
FD3KH1,DAX 40,Put,"100,000000:1","21775,000000 PKT",14.11.2025 00:00:00,"3011,8167","23792,82 PKT","0,0790","0,0000",Mittagsauktion,-
FD3KND,DAX 40,Put,"100,000000:1","25475,000000 PKT",14.11.2025 00:00:00,"14,2384","23792,82 PKT","16,7100","0,0000",Mittagsauktion,-
FD3KGE,DAX 40,Call,"100,000000:1","25200,000000 PKT",14.11.2025 00:00:00,"9515,6615","23792,82 PKT","0,0250","0,0000",Mittagsauktion,-
FD3KGX,DAX 40,Call,"100,000000:1","25625,000000 PKT",14.11.2025 00:00:00,"23791,1548","23792,82 PKT","0,0100","0,0000",Mittagsauktion,-
FD3KGS,DAX 40,Call,"100,000000:1","25500,000000 PKT",14.11.2025 00:00:00,"19826,7950","23792,82 PKT","0,0120","0,0000",Mittagsauktion,-
FD3KG2,DAX 40,Call,"100,000000:1","25750,000000 PKT",14.11.2025 00:00:00,"29739,8350","23792,82 PKT","0,0080","0,0000",Mittagsauktion,-
FD3KKB,DAX 40,Put,"100,000000:1","22875,000000 PKT",14.11.2025 00:00:00,"540,7421","23792,82 PKT","0,4200","0,4400",Mittagsauktion,-
FD3KKU,DAX 40,Put,"100,000000:1","23300,000000 PKT",14.11.2025 00:00:00,"245,2644","23792,82 PKT","0,9500","0,9700",Mittagsauktion,-
FD3KKP,DAX 40,Put,"100,000000:1","23175,000000 PKT",14.11.2025 00:00:00,"308,9864","23792,82 PKT","0,7400","0,7700",Mittagsauktion,-
FD3KK0,DAX 40,Put,"100,000000:1","23450,000000 PKT",14.11.2025 00:00:00,"184,4301","23792,82 PKT","1,2700","1,2900",Mittagsauktion,-
SX0VX1,DAX 40,Put,"100,000000:1","21050,000000 PKT",21.11.2025 00:00:00,"1321,6196","23792,82 PKT","0,1600","0,1800",Mittagsauktion,-
SX0VXM,DAX 40,Put,"100,000000:1","19650,000000 PKT",21.11.2025 00:00:00,"2614,4491","23792,82 PKT","0,0710","0,0910",Mittagsauktion,-
SX0VXH,DAX 40,Put,"100,000000:1","19250,000000 PKT",21.11.2025 00:00:00,"3049,9170","23792,82 PKT","0,0570","0,0780",Mittagsauktion,-
FA8S1H,DAX 40,Call,"100,000000:1","26925,000000 PKT",21.11.2025 00:00:00,"8809,6865","23792,82 PKT","0,0070","0,0270",Mittagsauktion,-
FA8S1M,DAX 40,Call,"100,000000:1","27125,000000 PKT",21.11.2025 00:00:00,"8811,8031","23792,82 PKT","0,0070","0,0270",Mittagsauktion,-
FA8S10,DAX 40,Call,"100,000000:1","27775,000000 PKT",21.11.2025 00:00:00,"9516,8615","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
SX7L5A,DAX 40,Put,"100,000000:1","15950,000000 PKT",21.11.2025 00:00:00,"39644,5406","23792,82 PKT","0,0060","0,0000",Mittagsauktion,-
FA679N,DAX 40,Put,"100,000000:1","22775,000000 PKT",21.11.2025 00:00:00,"276,6282","23792,82 PKT","0,8400","0,8600",Mittagsauktion,-
FA6794,DAX 40,Put,"100,000000:1","23575,000000 PKT",21.11.2025 00:00:00,"97,9100","23792,82 PKT","2,4100","2,4300",Mittagsauktion,-
FA678U,DAX 40,Put,"100,000000:1","21375,000000 PKT",21.11.2025 00:00:00,"1081,1797","23792,82 PKT","0,2000","0,2200",Mittagsauktion,-
FA678P,DAX 40,Put,"100,000000:1","21125,000000 PKT",21.11.2025 00:00:00,"1252,1308","23792,82 PKT","0,1700","0,1900",Mittagsauktion,-
FA678B,DAX 40,Put,"100,000000:1","20525,000000 PKT",21.11.2025 00:00:00,"1699,4871","23792,82 PKT","0,1200","0,1400",Mittagsauktion,-
FA6781,DAX 40,Put,"100,000000:1","21725,000000 PKT",21.11.2025 00:00:00,"820,2053","23792,82 PKT","0,2700","0,2900",Mittagsauktion,-
FA1ZU2,DAX 40,Call,"100,000000:1","28600,000000 PKT",21.11.2025 00:00:00,"9517,0615","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
SX0VYJ,DAX 40,Put,"100,000000:1","22050,000000 PKT",21.11.2025 00:00:00,"610,0090","23792,82 PKT","0,3700","0,3900",Mittagsauktion,-
FA0AX1,DAX 40,Put,"100,000000:1","23350,000000 PKT",21.11.2025 00:00:00,"132,1749","23792,82 PKT","1,7800","1,8000",Mittagsauktion,-
FA0AXF,DAX 40,Call,"100,000000:1","27150,000000 PKT",21.11.2025 00:00:00,"8811,8031","23792,82 PKT","0,0070","0,0270",Mittagsauktion,-
FA0AXK,DAX 40,Call,"100,000000:1","27350,000000 PKT",21.11.2025 00:00:00,"9149,7511","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
SJ73G1,DAX 40,Put,"100,000000:1","18000,000000 PKT",21.11.2025 00:00:00,"16994,2531","23792,82 PKT","0,0140","0,0000",Mittagsauktion,-
SJ73GJ,DAX 40,Put,"100,000000:1","16300,000000 PKT",21.11.2025 00:00:00,"33983,6903","23792,82 PKT","0,0070","0,0000",Mittagsauktion,-
SJ73HX,DAX 40,Put,"100,000000:1","21000,000000 PKT",21.11.2025 00:00:00,"1399,4913","23792,82 PKT","0,1500","0,1700",Mittagsauktion,-
SJ73HS,DAX 40,Put,"100,000000:1","20500,000000 PKT",21.11.2025 00:00:00,"1830,0023","23792,82 PKT","0,1100","0,1300",Mittagsauktion,-
SJ73HE,DAX 40,Put,"100,000000:1","19300,000000 PKT",21.11.2025 00:00:00,"3011,2219","23792,82 PKT","0,0590","0,0790",Mittagsauktion,-
FA8SY8,DAX 40,Call,"100,000000:1","23075,000000 PKT",21.11.2025 00:00:00,"27,5048","23792,82 PKT","8,6400","8,6600",Mittagsauktion,-
SX7L5M,DAX 40,Put,"100,000000:1","17050,000000 PKT",21.11.2025 00:00:00,"19825,7957","23792,82 PKT","0,0120","0,0000",Mittagsauktion,-
SX7L5H,DAX 40,Put,"100,000000:1","16650,000000 PKT",21.11.2025 00:00:00,"26432,0779","23792,82 PKT","0,0090","0,0000",Mittagsauktion,-
FA68AY,DAX 40,Put,"100,000000:1","24975,000000 PKT",21.11.2025 00:00:00,"20,1796","23792,82 PKT","11,7700","11,7900",Mittagsauktion,-
FA68AT,DAX 40,Put,"100,000000:1","24725,000000 PKT",21.11.2025 00:00:00,"25,0175","23792,82 PKT","9,4800","9,5000",Mittagsauktion,-
FA68AA,DAX 40,Put,"100,000000:1","23875,000000 PKT",21.11.2025 00:00:00,"65,7228","23792,82 PKT","3,5900","3,6100",Mittagsauktion,-
FA68A5,DAX 40,Put,"100,000000:1","25325,000000 PKT",21.11.2025 00:00:00,"15,6834","23792,82 PKT","15,1500","15,1700",Mittagsauktion,-
FA678M,DAX 40,Put,"100,000000:1","21025,000000 PKT",21.11.2025 00:00:00,"1321,7491","23792,82 PKT","0,1600","0,1800",Mittagsauktion,-
FA678H,DAX 40,Put,"100,000000:1","20825,000000 PKT",21.11.2025 00:00:00,"1486,9679","23792,82 PKT","0,1400","0,1600",Mittagsauktion,-
FA6787,DAX 40,Put,"100,000000:1","22025,000000 PKT",21.11.2025 00:00:00,"626,0003","23792,82 PKT","0,3600","0,3800",Mittagsauktion,-
FD1AW4,DAX 40,Put,"100,000000:1","20125,000000 PKT",21.11.2025 00:00:00,"2162,9959","23792,82 PKT","0,0930","0,1100",Mittagsauktion,-
FA1ZUQ,DAX 40,Call,"100,000000:1","28000,000000 PKT",21.11.2025 00:00:00,"9516,5943","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
FA1ZUV,DAX 40,Call,"100,000000:1","28250,000000 PKT",21.11.2025 00:00:00,"9515,7186","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
FA1ZU8,DAX 40,Call,"100,000000:1","28900,000000 PKT",21.11.2025 00:00:00,"7674,3505","23792,82 PKT","0,0010","0,0310",Mittagsauktion,-
SX0VV7,DAX 40,Call,"100,000000:1","24600,000000 PKT",21.11.2025 00:00:00,"403,2208","23792,82 PKT","0,5700","0,5900",Mittagsauktion,-
SX0VVA,DAX 40,Call,"100,000000:1","22150,000000 PKT",21.11.2025 00:00:00,"13,9458","23792,82 PKT","17,0600","17,0700",Mittagsauktion,-
SX0VVY,DAX 40,Call,"100,000000:1","24150,000000 PKT",21.11.2025 00:00:00,"133,6600","23792,82 PKT","1,7600","1,7800",Mittagsauktion,-
SX0VVT,DAX 40,Call,"100,000000:1","23850,000000 PKT",21.11.2025 00:00:00,"75,2903","23792,82 PKT","3,1400","3,1600",Mittagsauktion,-
SX0VY2,DAX 40,Put,"100,000000:1","22950,000000 PKT",21.11.2025 00:00:00,"222,3503","23792,82 PKT","1,0500","1,0700",Mittagsauktion,-
SX0VYD,DAX 40,Put,"100,000000:1","21800,000000 PKT",21.11.2025 00:00:00,"767,4606","23792,82 PKT","0,2900","0,3100",Mittagsauktion,-
SX0VYW,DAX 40,Put,"100,000000:1","22650,000000 PKT",21.11.2025 00:00:00,"321,4634","23792,82 PKT","0,7200","0,7400",Mittagsauktion,-
SX0VYR,DAX 40,Put,"100,000000:1","22400,000000 PKT",21.11.2025 00:00:00,"424,8598","23792,82 PKT","0,5300","0,5600",Mittagsauktion,-
FA0AX5,DAX 40,Put,"100,000000:1","23550,000000 PKT",21.11.2025 00:00:00,"101,6737","23792,82 PKT","2,3100","2,3400",Mittagsauktion,-
FA0AXA,DAX 40,Call,"100,000000:1","26900,000000 PKT",21.11.2025 00:00:00,"11330,1684","23792,82 PKT","0,0010","0,0210",Mittagsauktion,-
FA0AXT,DAX 40,Call,"100,000000:1","27750,000000 PKT",21.11.2025 00:00:00,"9151,3407","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
FA0AXY,DAX 40,Put,"100,000000:1","23200,000000 PKT",21.11.2025 00:00:00,"160,7577","23792,82 PKT","1,4600","1,4800",Mittagsauktion,-
SX7L4U,DAX 40,Call,"100,000000:1","19150,000000 PKT",21.11.2025 00:00:00,"5,0956","23792,82 PKT","46,6800","46,6900",Mittagsauktion,-
SX7L4P,DAX 40,Call,"100,000000:1","18650,000000 PKT",21.11.2025 00:00:00,"4,6063","23792,82 PKT","51,6600","0,0000",Mittagsauktion,-
SX7L41,DAX 40,Call,"100,000000:1","19850,000000 PKT",21.11.2025 00:00:00,"5,9898","23792,82 PKT","39,7100","39,7200",Mittagsauktion,-
SJ73HZ,DAX 40,Put,"100,000000:1","21200,000000 PKT",21.11.2025 00:00:00,"1189,4291","23792,82 PKT","0,1800","0,2000",Mittagsauktion,-
SJ73HL,DAX 40,Put,"100,000000:1","19900,000000 PKT",21.11.2025 00:00:00,"2378,8485","23792,82 PKT","0,0820","0,1000",Mittagsauktion,-
SJ73HG,DAX 40,Put,"100,000000:1","19500,000000 PKT",21.11.2025 00:00:00,"2765,8483","23792,82 PKT","0,0660","0,0860",Mittagsauktion,-
SX0VX3,DAX 40,Put,"100,000000:1","21250,000000 PKT",21.11.2025 00:00:00,"1132,9597","23792,82 PKT","0,1800","0,2100",Mittagsauktion,-
SX0VXJ,DAX 40,Put,"100,000000:1","19350,000000 PKT",21.11.2025 00:00:00,"2937,2041","23792,82 PKT","0,0600","0,0810",Mittagsauktion,-
SX7L5D,DAX 40,Put,"100,000000:1","16250,000000 PKT",21.11.2025 00:00:00,"33985,2193","23792,82 PKT","0,0070","0,0000",Mittagsauktion,-
FA1ZVQ,DAX 40,Put,"100,000000:1","25500,000000 PKT",21.11.2025 00:00:00,"14,0779","23792,82 PKT","16,8700","16,9100",Mittagsauktion,-
FA1ZVV,DAX 40,Put,"100,000000:1","25750,000000 PKT",21.11.2025 00:00:00,"12,2763","23792,82 PKT","19,3500","19,3800",Mittagsauktion,-
FA1ZVC,DAX 40,Put,"100,000000:1","24900,000000 PKT",21.11.2025 00:00:00,"21,4534","23792,82 PKT","11,0600","11,1100",Mittagsauktion,-
FA68BC,DAX 40,Put,"100,000000:1","25675,000000 PKT",21.11.2025 00:00:00,"12,7706","23792,82 PKT","18,6100","18,6500",Mittagsauktion,-
SX0VW4,DAX 40,Put,"100,000000:1","17950,000000 PKT",21.11.2025 00:00:00,"10344,0667","23792,82 PKT","0,0230","0,0000",Mittagsauktion,-
SX0VWB,DAX 40,Call,"100,000000:1","24800,000000 PKT",21.11.2025 00:00:00,"699,7435","23792,82 PKT","0,3200","0,3400",Mittagsauktion,-
SX0VWU,DAX 40,Call,"100,000000:1","25650,000000 PKT",21.11.2025 00:00:00,"4575,4780","23792,82 PKT","0,0320","0,0520",Mittagsauktion,-
SX0VWP,DAX 40,Call,"100,000000:1","25400,000000 PKT",21.11.2025 00:00:00,"3130,5467","23792,82 PKT","0,0560","0,0760",Mittagsauktion,-
FA8S1T,DAX 40,Call,"100,000000:1","27425,000000 PKT",21.11.2025 00:00:00,"9150,5203","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
FA8S1Y,DAX 40,Call,"100,000000:1","27675,000000 PKT",21.11.2025 00:00:00,"9150,3340","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
FA8S1A,DAX 40,Call,"100,000000:1","26575,000000 PKT",21.11.2025 00:00:00,"8203,9610","23792,82 PKT","0,0090","0,0290",Mittagsauktion,-
FA1ZUZ,DAX 40,Call,"100,000000:1","28450,000000 PKT",21.11.2025 00:00:00,"9517,0615","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
FA1ZUL,DAX 40,Call,"100,000000:1","27800,000000 PKT",21.11.2025 00:00:00,"9516,8615","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
FA1ZU3,DAX 40,Call,"100,000000:1","28650,000000 PKT",21.11.2025 00:00:00,"9911,9392","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
SX0VU0,DAX 40,Call,"100,000000:1","21150,000000 PKT",21.11.2025 00:00:00,"8,8675","23792,82 PKT","26,8100","26,8200",Mittagsauktion,-
SX0VUW,DAX 40,Call,"100,000000:1","20750,000000 PKT",21.11.2025 00:00:00,"7,7272","23792,82 PKT","30,7700","30,7800",Mittagsauktion,-
SX0VUR,DAX 40,Call,"100,000000:1","20250,000000 PKT",21.11.2025 00:00:00,"6,6550","23792,82 PKT","35,7300","35,7400",Mittagsauktion,-
SX0VV3,DAX 40,Call,"100,000000:1","24400,000000 PKT",21.11.2025 00:00:00,"242,7741","23792,82 PKT","0,9600","0,9800",Mittagsauktion,-
SX0VVK,DAX 40,Call,"100,000000:1","23050,000000 PKT",21.11.2025 00:00:00,"26,8231","23792,82 PKT","8,8500","8,8600",Mittagsauktion,-
SX0VVF,DAX 40,Call,"100,000000:1","22650,000000 PKT",21.11.2025 00:00:00,"19,2023","23792,82 PKT","12,3700","12,3800",Mittagsauktion,-
FA0AX3,DAX 40,Put,"100,000000:1","23450,000000 PKT",21.11.2025 00:00:00,"116,6257","23792,82 PKT","2,0200","2,0500",Mittagsauktion,-
FA0AXH,DAX 40,Call,"100,000000:1","27250,000000 PKT",21.11.2025 00:00:00,"9149,2899","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
FA0AXM,DAX 40,Call,"100,000000:1","27450,000000 PKT",21.11.2025 00:00:00,"9150,1357","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
FD0P9T,DAX 40,Call,"100,000000:1","22275,000000 PKT",21.11.2025 00:00:00,"14,9731","23792,82 PKT","15,8700","15,8700",Mittagsauktion,-
FD0P9Y,DAX 40,Call,"100,000000:1","22525,000000 PKT",21.11.2025 00:00:00,"17,5717","23792,82 PKT","13,5200","13,5300",Mittagsauktion,-
SX7L4M,DAX 40,Call,"100,000000:1","18500,000000 PKT",21.11.2025 00:00:00,"4,4756","23792,82 PKT","53,1500","0,0000",Mittagsauktion,-
SX7L4H,DAX 40,Call,"100,000000:1","18300,000000 PKT",21.11.2025 00:00:00,"4,3140","23792,82 PKT","55,1500","0,0000",Mittagsauktion,-
SX7L47,DAX 40,Put,"100,000000:1","15800,000000 PKT",21.11.2025 00:00:00,"47583,3096","23792,82 PKT","0,0050","0,0000",Mittagsauktion,-
FA8SZN,DAX 40,Call,"100,000000:1","23775,000000 PKT",21.11.2025 00:00:00,"66,4585","23792,82 PKT","3,5600","3,5700",Mittagsauktion,-
FA8SZ4,DAX 40,Call,"100,000000:1","24575,000000 PKT",21.11.2025 00:00:00,"383,6822","23792,82 PKT","0,6000","0,6200",Mittagsauktion,-
SJ73H0,DAX 40,Put,"100,000000:1","21300,000000 PKT",21.11.2025 00:00:00,"1132,9978","23792,82 PKT","0,1900","0,2100",Mittagsauktion,-
SJ73HR,DAX 40,Put,"100,000000:1","20400,000000 PKT",21.11.2025 00:00:00,"1829,9734","23792,82 PKT","0,1100","0,1300",Mittagsauktion,-
SJ73HW,DAX 40,Put,"100,000000:1","20900,000000 PKT",21.11.2025 00:00:00,"1399,4134","23792,82 PKT","0,1500","0,1700",Mittagsauktion,-
SJ73HD,DAX 40,Put,"100,000000:1","19200,000000 PKT",21.11.2025 00:00:00,"3130,3097","23792,82 PKT","0,0560","0,0760",Mittagsauktion,-
SJ73F1,DAX 40,Call,"100,000000:1","22600,000000 PKT",21.11.2025 00:00:00,"18,5152","23792,82 PKT","12,8300","12,8300",Mittagsauktion,-
SJ73FY,DAX 40,Call,"100,000000:1","22300,000000 PKT",21.11.2025 00:00:00,"15,2026","23792,82 PKT","15,6300","15,6300",Mittagsauktion,-
SJ73FT,DAX 40,Call,"100,000000:1","21800,000000 PKT",21.11.2025 00:00:00,"11,6343","23792,82 PKT","20,4300","20,4400",Mittagsauktion,-
SJ73FA,DAX 40,Call,"100,000000:1","20100,000000 PKT",21.11.2025 00:00:00,"6,3888","23792,82 PKT","37,2200","37,2200",Mittagsauktion,-
FA1ZVJ,DAX 40,Put,"100,000000:1","25200,000000 PKT",21.11.2025 00:00:00,"17,0676","23792,82 PKT","13,9200","13,9600",Mittagsauktion,-
FA8S1N,DAX 40,Call,"100,000000:1","27175,000000 PKT",21.11.2025 00:00:00,"8812,2053","23792,82 PKT","0,0070","0,0270",Mittagsauktion,-
FA8S11,DAX 40,Call,"100,000000:1","27825,000000 PKT",21.11.2025 00:00:00,"9516,7615","23792,82 PKT","0,0050","0,0250",Mittagsauktion,-
SX0VV6,DAX 40,Call,"100,000000:1","24550,000000 PKT",21.11.2025 00:00:00,"349,8846","23792,82 PKT","0,6600","0,6700",Mittagsauktion,-
SX0VVE,DAX 40,Call,"100,000000:1","22550,000000 PKT",21.11.2025 00:00:00,"17,8753","23792,82 PKT","13,2900","13,3000",Mittagsauktion,-
SX0VVX,DAX 40,Call,"100,000000:1","24100,000000 PKT",21.11.2025 00:00:00,"120,7709","23792,82 PKT","1,9500","1,9700",Mittagsauktion,-
SX0VVS,DAX 40,Call,"100,000000:1","23750,000000 PKT",21.11.2025 00:00:00,"63,7859","23792,82 PKT","3,7000","3,7200",Mittagsauktion,-
FA8SZT,DAX 40,Call,"100,000000:1","24025,000000 PKT",21.11.2025 00:00:00,"103,8958","23792,82 PKT","2,2700","2,2900",Mittagsauktion,-
FA8SZY,DAX 40,Call,"100,000000:1","24275,000000 PKT",21.11.2025 00:00:00,"176,2316","23792,82 PKT","1,3300","1,3500",Mittagsauktion,-
FA8SZA,DAX 40,Call,"100,000000:1","23175,000000 PKT",21.11.2025 00:00:00,"30,3858","23792,82 PKT","7,8100","7,8300",Mittagsauktion,-
FA8SZ5,DAX 40,Call,"100,000000:1","24625,000000 PKT",21.11.2025 00:00:00,"432,5144","23792,82 PKT","0,5300","0,5500",Mittagsauktion,-
FA678T,DAX 40,Put,"100,000000:1","21325,000000 PKT",21.11.2025 00:00:00,"1081,4486","23792,82 PKT","0,2000","0,2200",Mittagsauktion,-
FA678Y,DAX 40,Put,"100,000000:1","21575,000000 PKT",21.11.2025 00:00:00,"914,9546","23792,82 PKT","0,2400","0,2600",Mittagsauktion,-
FA678A,DAX 40,Put,"100,000000:1","20475,000000 PKT",21.11.2025 00:00:00,"1830,0631","23792,82 PKT","0,1100","0,1300",Mittagsauktion,-
FA6780,DAX 40,Put,"100,000000:1","21675,000000 PKT",21.11.2025 00:00:00,"849,5947","23792,82 PKT","0,2600","0,2800",Mittagsauktion,-
SJ73HK,DAX 40,Put,"100,000000:1","19800,000000 PKT",21.11.2025 00:00:00,"2427,7198","23792,82 PKT","0,0770","0,0980",Mittagsauktion,-
SJ73HF,DAX 40,Put,"100,000000:1","19400,000000 PKT",21.11.2025 00:00:00,"2901,0348","23792,82 PKT","0,0620","0,0820",Mittagsauktion,-
FA5FGE,DAX 40,Call,"100,000000:1","29050,000000 PKT",21.11.2025 00:00:00,"7674,5017","23792,82 PKT","0,0010","0,0310",Mittagsauktion,-
SJ73F7,DAX 40,Call,"100,000000:1","23200,000000 PKT",21.11.2025 00:00:00,"31,2203","23792,82 PKT","7,6100","7,6200",Mittagsauktion,-
SJ73FZ,DAX 40,Call,"100,000000:1","22400,000000 PKT",21.11.2025 00:00:00,"16,2056","23792,82 PKT","14,7000","14,7000",Mittagsauktion,-
SJ73FL,DAX 40,Call,"100,000000:1","21100,000000 PKT",21.11.2025 00:00:00,"8,7142","23792,82 PKT","27,3100","27,3200",Mittagsauktion,-
SJ73FG,DAX 40,Call,"100,000000:1","20700,000000 PKT",21.11.2025 00:00:00,"7,6103","23792,82 PKT","31,2700","31,2700",Mittagsauktion,-
SX0VYK,DAX 40,Put,"100,000000:1","22100,000000 PKT",21.11.2025 00:00:00,"580,3159","23792,82 PKT","0,3900","0,4100",Mittagsauktion,-
SX0VYF,DAX 40,Put,"100,000000:1","21900,000000 PKT",21.11.2025 00:00:00,"699,7608","23792,82 PKT","0,3200","0,3400",Mittagsauktion,-
FA8SY2,DAX 40,Call,"100,000000:1","22775,000000 PKT",21.11.2025 00:00:00,"21,1475","23792,82 PKT","11,2400","11,2500",Mittagsauktion,-
FA1ZVT,DAX 40,Put,"100,000000:1","25650,000000 PKT",21.11.2025 00:00:00,"12,9292","23792,82 PKT","18,3500","18,3900",Mittagsauktion,-
FA1ZVA,DAX 40,Put,"100,000000:1","24800,000000 PKT",21.11.2025 00:00:00,"23,3462","23792,82 PKT","10,1400","10,1800",Mittagsauktion,-
SX0VW2,DAX 40,Put,"100,000000:1","17750,000000 PKT",21.11.2025 00:00:00,"11896,0774","23792,82 PKT","0,0200","0,0000",Mittagsauktion,-
SX0VWE,DAX 40,Call,"100,000000:1","24950,000000 PKT",21.11.2025 00:00:00,"1132,9478","23792,82 PKT","0,1900","0,2100",Mittagsauktion,-
SX0VWX,DAX 40,Put,"100,000000:1","17250,000000 PKT",21.11.2025 00:00:00,"16994,9673","23792,82 PKT","0,0140","0,0000",Mittagsauktion,-
SX0VWS,DAX 40,Call,"100,000000:1","25550,000000 PKT",21.11.2025 00:00:00,"4032,1811","23792,82 PKT","0,0400","0,0590",Mittagsauktion,-
FA8S1Q,DAX 40,Call,"100,000000:1","27275,000000 PKT",21.11.2025 00:00:00,"9149,5205","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
FA8S1V,DAX 40,Call,"100,000000:1","27525,000000 PKT",21.11.2025 00:00:00,"9149,4822","23792,82 PKT","0,0060","0,0260",Mittagsauktion,-
FA8S1C,DAX 40,Call,"100,000000:1","26675,000000 PKT",21.11.2025 00:00:00,"8204,3058","23792,82 PKT","0,0090","0,0290",Mittagsauktion,-
FA679W,DAX 40,Put,"100,000000:1","23175,000000 PKT",21.11.2025 00:00:00,"166,3717","23792,82 PKT","1,4100","1,4300",Mittagsauktion,-
FA679R,DAX 40,Put,"100,000000:1","22925,000000 PKT",21.11.2025 00:00:00,"228,7363","23792,82 PKT","1,0200","1,0400",Mittagsauktion,-
FA679D,DAX 40,Put,"100,000000:1","22325,000000 PKT",21.11.2025 00:00:00,"466,4711","23792,82 PKT","0,4900","0,5100",Mittagsauktion,-
FA6798,DAX 40,Put,"100,000000:1","23775,000000 PKT",21.11.2025 00:00:00,"74,8109","23792,82 PKT","3,1500","3,1800",Mittagsauktion,-
SJ73E4,DAX 40,Call,"100,000000:1","19500,000000 PKT",21.11.2025 00:00:00,"5,5081","23792,82 PKT","43,2000","43,2000",Mittagsauktion,-
SJ73EX,DAX 40,Call,"100,000000:1","18800,000000 PKT",21.11.2025 00:00:00,"4,7446","23792,82 PKT","50,1700","0,0000",Mittagsauktion,-
FA0AW4,DAX 40,Call,"100,000000:1","26600,000000 PKT",21.11.2025 00:00:00,"8203,8465","23792,82 PKT","0,0090","0,0290",Mittagsauktion,-
FA0AWS,DAX 40,Call,"100,000000:1","26000,000000 PKT",21.11.2025 00:00:00,"6261,0934","23792,82 PKT","0,0180","0,0370",Mittagsauktion,-
FA0AWX,DAX 40,Call,"100,000000:1","26250,000000 PKT",21.11.2025 00:00:00,"7210,1983","23792,82 PKT","0,0130","0,0330",Mittagsauktion,-
FD0P9V,DAX 40,Call,"100,000000:1","22375,000000 PKT",21.11.2025 00:00:00,"15,9351","23792,82 PKT","14,9200","14,9200",Mittagsauktion,-
FA678Z,DAX 40,Put,"100,000000:1","21625,000000 PKT",21.11.2025 00:00:00,"881,0673","23792,82 PKT","0,2500","0,2700",Mittagsauktion,-
FA678G,DAX 40,Put,"100,000000:1","20775,000000 PKT",21.11.2025 00:00:00,"1486,9918","23792,82 PKT","0,1300","0,1600",Mittagsauktion,-
FA678L,DAX 40,Put,"100,000000:1","20975,000000 PKT",21.11.2025 00:00:00,"1399,2326","23792,82 PKT","0,1500","0,1700",Mittagsauktion,-
FA6786,DAX 40,Put,"100,000000:1","21975,000000 PKT",21.11.2025 00:00:00,"660,7780","23792,82 PKT","0,3400","0,3600",Mittagsauktion,-
